"No.","Time","Source","Destination","Protocol","Length","Info"
"1872","28.663986","151.101.197.181","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"1873","28.663987","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=142281 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1874","28.664069","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=93033 Win=128320 Len=0 TSval=632605547 TSecr=458577494"
"1875","28.664071","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=95769 Win=125600 Len=0 TSval=632605547 TSecr=458577494"
"1876","28.664073","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=98505 Win=122848 Len=0 TSval=632605547 TSecr=458577494"
"1877","28.664078","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=101241 Win=120128 Len=0 TSval=632605547 TSecr=458577494"
"1878","28.664079","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=103977 Win=117376 Len=0 TSval=632605547 TSecr=458577494"
"1879","28.664101","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=106713 Win=114656 Len=0 TSval=632605547 TSecr=458577494"
"1880","28.664101","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=109449 Win=111904 Len=0 TSval=632605547 TSecr=458577494"
"1881","28.664101","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=112185 Win=109184 Len=0 TSval=632605547 TSecr=458577494"
"1882","28.664101","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=114921 Win=122848 Len=0 TSval=632605547 TSecr=458577494"
"1883","28.664103","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=117657 Win=120128 Len=0 TSval=632605547 TSecr=458577494"
"1884","28.664103","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=120393 Win=118368 Len=0 TSval=632605547 TSecr=458577494"
"1885","28.664103","134.114.109.190","52.85.82.158","TCP","66","51574  >  443 [ACK] Seq=518 Ack=5249 Win=129920 Len=0 TSval=632605547 TSecr=734035809"
"1886","28.664104","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=123129 Win=115648 Len=0 TSval=632605547 TSecr=458577494"
"1887","28.664105","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=143649 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1888","28.664106","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=145017 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1889","28.664107","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=146385 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1890","28.664108","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=147753 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1891","28.664109","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=149121 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1892","28.664110","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=150489 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1893","28.664111","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=125865 Win=112896 Len=0 TSval=632605547 TSecr=458577494"
"1894","28.664111","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=128601 Win=110176 Len=0 TSval=632605547 TSecr=458577494"
"1895","28.664112","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=151857 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1896","28.664113","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=153225 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1897","28.664114","151.101.197.181","134.114.109.190","TCP","1434","443  >  51572 [ACK] Seq=154593 Ack=1280 Win=31232 Len=1368 TSval=458577494 TSecr=632605532 [TCP segment of a reassembled PDU]"
"1898","28.664115","151.101.197.181","134.114.109.190","TLSv1.2","193","Application Data"
"1899","28.664117","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=131337 Win=107424 Len=0 TSval=632605547 TSecr=458577494"
"1900","28.664118","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=134073 Win=104704 Len=0 TSval=632605547 TSecr=458577494"
"1901","28.664123","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=136809 Win=101952 Len=0 TSval=632605547 TSecr=458577494"
"1902","28.664126","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=139545 Win=99232 Len=0 TSval=632605547 TSecr=458577494"
"1903","28.664131","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=142281 Win=96480 Len=0 TSval=632605547 TSecr=458577494"
"1904","28.664143","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=143649 Win=112512 Len=0 TSval=632605547 TSecr=458577494"
"1905","28.664180","134.114.109.190","151.101.197.181","TCP","66","[TCP Window Update] 51572  >  443 [ACK] Seq=1280 Ack=143649 Win=129920 Len=0 TSval=632605547 TSecr=458577494"
"1906","28.664650","134.114.109.190","52.85.82.158","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1907","28.664692","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=146385 Win=128320 Len=0 TSval=632605548 TSecr=458577494"
"1908","28.664694","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=149121 Win=125600 Len=0 TSval=632605548 TSecr=458577494"
"1909","28.664699","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=151857 Win=122848 Len=0 TSval=632605548 TSecr=458577494"
"1910","28.664700","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=154593 Win=120128 Len=0 TSval=632605548 TSecr=458577494"
"1911","28.664713","134.114.109.190","151.101.197.181","TCP","66","51572  >  443 [ACK] Seq=1280 Ack=156088 Win=118624 Len=0 TSval=632605548 TSecr=458577494"
"1912","28.664804","134.114.109.190","151.101.197.181","TCP","66","[TCP Window Update] 51572  >  443 [ACK] Seq=1280 Ack=156088 Win=131072 Len=0 TSval=632605548 TSecr=458577494"
"1913","28.668572","134.114.109.190","52.85.82.158","TLSv1.2","159","Application Data"
"1914","28.668675","134.114.109.190","52.85.82.158","TLSv1.2","392","Application Data"
"1915","28.680466","52.85.82.158","134.114.109.190","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1916","28.680467","52.85.82.158","134.114.109.190","TLSv1.2","135","Application Data"
"1917","28.680508","134.114.109.190","52.85.82.158","TCP","66","51574  >  443 [ACK] Seq=1063 Ack=5491 Win=130816 Len=0 TSval=632605563 TSecr=734035811"
"1918","28.680508","134.114.109.190","52.85.82.158","TCP","66","51574  >  443 [ACK] Seq=1063 Ack=5560 Win=130752 Len=0 TSval=632605563 TSecr=734035811"
"1919","28.680631","134.114.109.190","52.85.82.158","TLSv1.2","104","Application Data"
"1920","28.683615","52.85.82.158","134.114.109.190","TLSv1.2","104","Application Data"
"1921","28.683682","134.114.109.190","52.85.82.158","TCP","66","51574  >  443 [ACK] Seq=1101 Ack=5598 Win=131008 Len=0 TSval=632605566 TSecr=734035811"
"1922","28.686033","52.85.82.158","134.114.109.190","TLSv1.2","402","Application Data"
"1923","28.686069","134.114.109.190","52.85.82.158","TCP","66","51574  >  443 [ACK] Seq=1101 Ack=5934 Win=130720 Len=0 TSval=632605568 TSecr=734035812"
"1924","28.729514","134.114.109.190","10.20.30.40","DNS","91","Standard query 0x6ff4 A aax-us-east.amazon-adsystem.com"
"1925","28.730340","10.20.30.40","134.114.109.190","DNS","304","Standard query response 0x6ff4 A aax-us-east.amazon-adsystem.com A 52.46.157.171 NS ns-923.amazon.com NS ns-911.amazon.com NS ns-932.amazon.com NS ns-931.amazon.com NS ns-912.amazon.com NS ns-921.amazon.com A 52.86.96.73 A 52.9.140.222 A 52.9.146.37 A 34.196.62.143"
"1926","28.730564","134.114.109.190","52.46.157.171","TCP","78","51575  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632605611 TSecr=0 SACK_PERM=1"
"1927","28.732913","134.114.109.190","52.85.82.158","TCP","104","[TCP Retransmission] 51574  >  443 [PSH, ACK] Seq=1063 Ack=5934 Win=131072 Len=38 TSval=632605613 TSecr=734035812"
"1928","28.735877","52.85.82.158","134.114.109.190","TCP","66","443  >  51574 [ACK] Seq=5934 Ack=1101 Win=31232 Len=0 TSval=734035817 TSecr=632605563"
"1929","28.737803","134.114.109.99","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"1930","28.745952","134.114.109.190","10.20.30.40","DNS","80","Standard query 0x9a42 A connect.facebook.net"
"1931","28.746764","10.20.30.40","134.114.109.190","DNS","251","Standard query response 0x9a42 A connect.facebook.net CNAME scontent.xx.fbcdn.net A 31.13.70.7 NS a.ns.xx.fbcdn.net NS b.ns.xx.fbcdn.net A 69.171.239.11 AAAA 2a03:2880:fffe:b:face:b00c::99 A 69.171.255.11 AAAA 2a03:2880:ffff:b:face:b00c::99"
"1932","28.746922","134.114.109.190","31.13.70.7","TCP","78","51576  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632605626 TSecr=0 SACK_PERM=1"
"1933","28.747838","52.85.82.158","134.114.109.190","TCP","78","[TCP Dup ACK 1928#1] 443  >  51574 [ACK] Seq=5934 Ack=1101 Win=31232 Len=0 TSval=734035818 TSecr=632605613 SLE=1063 SRE=1101"
"1934","28.757537","134.114.109.190","10.20.30.40","DNS","84","Standard query 0xd2e7 A www.google-analytics.com"
"1935","28.758388","10.20.30.40","134.114.109.190","DNS","392","Standard query response 0xd2e7 A www.google-analytics.com CNAME www-google-analytics.l.google.com A 216.58.219.14 NS ns3.google.com NS ns2.google.com NS ns4.google.com NS ns1.google.com A 216.239.38.10 AAAA 2001:4860:4802:38::a A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a"
"1936","28.759492","134.114.109.190","216.58.219.14","QUIC","1392","Client Hello, PKN: 1, CID: 6256231974715836490"
"1937","28.759659","134.114.109.190","216.58.219.14","QUIC","674","Payload (Encrypted), PKN: 2, CID: 6256231974715836490"
"1938","28.761825","31.13.70.7","134.114.109.190","TCP","74","443  >  51576 [SYN, ACK] Seq=0 Ack=1 Win=27960 Len=0 MSS=1380 SACK_PERM=1 TSval=1802525039 TSecr=632605626 WS=256"
"1939","28.761923","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=632605641 TSecr=1802525039"
"1940","28.762095","134.114.109.190","31.13.70.7","TLSv1.3","583","Client Hello"
"1941","28.777270","31.13.70.7","134.114.109.190","TCP","66","443  >  51576 [ACK] Seq=1 Ack=518 Win=29184 Len=0 TSval=1802525054 TSecr=632605641"
"1942","28.777449","134.114.109.115","255.255.255.255","DB-LSP-DISC","221","Dropbox LAN sync Discovery Protocol"
"1943","28.777605","31.13.70.7","134.114.109.190","TLSv1.3","278","Server Hello, Change Cipher Spec, Application Data"
"1944","28.777629","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=518 Ack=213 Win=131104 Len=0 TSval=632605655 TSecr=1802525055"
"1945","28.777818","134.114.109.190","31.13.70.7","TLSv1.3","130","Change Cipher Spec, Application Data"
"1946","28.780759","134.114.109.115","134.114.109.255","DB-LSP-DISC","221","Dropbox LAN sync Discovery Protocol"
"1947","28.780871","134.114.109.115","255.255.255.255","DB-LSP-DISC","221","Dropbox LAN sync Discovery Protocol"
"1948","28.780954","134.114.109.115","255.255.255.255","DB-LSP-DISC","221","Dropbox LAN sync Discovery Protocol"
"1949","28.781059","134.114.109.115","255.255.255.255","DB-LSP-DISC","221","Dropbox LAN sync Discovery Protocol"
"1950","28.781102","134.114.109.115","255.255.255.255","DB-LSP-DISC","221","Dropbox LAN sync Discovery Protocol"
"1951","28.783427","134.114.109.190","31.13.70.7","TLSv1.3","152","Application Data"
"1952","28.783533","134.114.109.190","31.13.70.7","TLSv1.3","351","Application Data"
"1953","28.791954","Cisco_7c:7f:07","PVST+","STP","64","RST. Root = 24576/109/cc:98:91:a3:bf:80  Cost = 4  Port = 0x8007"
"1954","28.792793","31.13.70.7","134.114.109.190","TLSv1.3","215","Application Data"
"1955","28.792795","31.13.70.7","134.114.109.190","TLSv1.3","140","Application Data"
"1956","28.792836","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=953 Ack=362 Win=130944 Len=0 TSval=632605670 TSecr=1802525070"
"1957","28.792836","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=953 Ack=436 Win=130880 Len=0 TSval=632605670 TSecr=1802525070"
"1958","28.792966","134.114.109.190","31.13.70.7","TLSv1.3","97","Application Data"
"1959","28.795438","52.46.157.171","134.114.109.190","TCP","66","443  >  51575 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1360 WS=64 SACK_PERM=1"
"1960","28.795478","134.114.109.190","52.46.157.171","TCP","54","51575  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1961","28.795911","134.114.109.190","52.46.157.171","TLSv1.2","571","Client Hello"
"1962","28.798428","31.13.70.7","134.114.109.190","TLSv1.3","97","Application Data"
"1963","28.798493","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=467 Win=131040 Len=0 TSval=632605674 TSecr=1802525076"
"1964","28.798544","31.13.70.7","134.114.109.190","TLSv1.3","101","Application Data"
"1965","28.798563","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=502 Win=131008 Len=0 TSval=632605674 TSecr=1802525076"
"1966","28.799373","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=502 Ack=953 Win=30208 Len=1368 TSval=1802525077 TSecr=632605661 [TCP segment of a reassembled PDU]"
"1967","28.799374","31.13.70.7","134.114.109.190","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1968","28.799375","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=3238 Ack=953 Win=30208 Len=1368 TSval=1802525077 TSecr=632605661 [TCP segment of a reassembled PDU]"
"1969","28.799376","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=4606 Ack=953 Win=30208 Len=1368 TSval=1802525077 TSecr=632605661 [TCP segment of a reassembled PDU]"
"1970","28.799378","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=5974 Ack=953 Win=30208 Len=1368 TSval=1802525077 TSecr=632605661 [TCP segment of a reassembled PDU]"
"1971","28.799379","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=7342 Ack=953 Win=30208 Len=1368 TSval=1802525077 TSecr=632605661 [TCP segment of a reassembled PDU]"
"1972","28.799425","216.58.219.14","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 1"
"1973","28.799427","216.58.219.14","134.114.109.190","QUIC","73","Payload (Encrypted), PKN: 2"
"1974","28.799999","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=3238 Win=128320 Len=0 TSval=632605675 TSecr=1802525077"
"1975","28.799999","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=5974 Win=125600 Len=0 TSval=632605675 TSecr=1802525077"
"1976","28.799999","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=8710 Win=122848 Len=0 TSval=632605675 TSecr=1802525077"
"1977","28.800098","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=8710 Win=131072 Len=0 TSval=632605675 TSecr=1802525077"
"1978","28.800501","134.114.109.190","216.58.219.14","QUIC","83","Payload (Encrypted), PKN: 3, CID: 6256231974715836490"
"1979","28.800501","134.114.109.190","216.58.219.14","QUIC","70","Payload (Encrypted), PKN: 4, CID: 6256231974715836490"
"1980","28.808149","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=8710 Ack=953 Win=30208 Len=1368 TSval=1802525085 TSecr=632605670 [TCP segment of a reassembled PDU]"
"1981","28.808150","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=10078 Ack=953 Win=30208 Len=1368 TSval=1802525085 TSecr=632605670 [TCP segment of a reassembled PDU]"
"1982","28.808151","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=11446 Ack=953 Win=30208 Len=1368 TSval=1802525085 TSecr=632605670 [TCP segment of a reassembled PDU]"
"1983","28.808152","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=12814 Ack=953 Win=30208 Len=1368 TSval=1802525085 TSecr=632605670 [TCP segment of a reassembled PDU]"
"1984","28.808212","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=11446 Win=128320 Len=0 TSval=632605683 TSecr=1802525085"
"1985","28.808212","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=14182 Win=125600 Len=0 TSval=632605683 TSecr=1802525085"
"1986","28.808242","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=14182 Win=131072 Len=0 TSval=632605683 TSecr=1802525085"
"1987","28.813411","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=14182 Ack=984 Win=30208 Len=1368 TSval=1802525091 TSecr=632605670 [TCP segment of a reassembled PDU]"
"1988","28.813412","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=15550 Ack=984 Win=30208 Len=1368 TSval=1802525091 TSecr=632605670 [TCP segment of a reassembled PDU]"
"1989","28.813413","31.13.70.7","134.114.109.190","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1990","28.813414","31.13.70.7","134.114.109.190","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"1991","28.813501","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=16918 Win=128320 Len=0 TSval=632605688 TSecr=1802525091"
"1992","28.813501","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=19654 Win=125600 Len=0 TSval=632605688 TSecr=1802525091"
"1993","28.813538","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=19654 Win=131072 Len=0 TSval=632605688 TSecr=1802525091"
"1994","28.814923","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=19654 Ack=984 Win=30208 Len=1368 TSval=1802525092 TSecr=632605675 [TCP segment of a reassembled PDU]"
"1995","28.814925","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=21022 Ack=984 Win=30208 Len=1368 TSval=1802525092 TSecr=632605675 [TCP segment of a reassembled PDU]"
"1996","28.814984","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=22390 Win=128320 Len=0 TSval=632605689 TSecr=1802525092"
"1997","28.815058","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=22390 Win=131072 Len=0 TSval=632605689 TSecr=1802525092"
"1998","28.815433","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=22390 Ack=984 Win=30208 Len=1368 TSval=1802525092 TSecr=632605675 [TCP segment of a reassembled PDU]"
"1999","28.815435","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=23758 Ack=984 Win=30208 Len=1368 TSval=1802525092 TSecr=632605675 [TCP segment of a reassembled PDU]"
"2000","28.815457","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=25126 Win=128320 Len=0 TSval=632605689 TSecr=1802525092"
"2001","28.815478","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=25126 Win=131072 Len=0 TSval=632605689 TSecr=1802525092"
"2002","28.815825","216.58.219.14","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 3"
"2003","28.816211","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=25126 Ack=984 Win=30208 Len=1368 TSval=1802525092 TSecr=632605675 [TCP segment of a reassembled PDU]"
"2004","28.816213","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=26494 Ack=984 Win=30208 Len=1368 TSval=1802525092 TSecr=632605675 [TCP segment of a reassembled PDU]"
"2005","28.816235","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=27862 Win=128320 Len=0 TSval=632605690 TSecr=1802525092"
"2006","28.816289","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=27862 Win=131072 Len=0 TSval=632605690 TSecr=1802525092"
"2007","28.817138","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=27862 Ack=984 Win=30208 Len=1368 TSval=1802525093 TSecr=632605675 [TCP segment of a reassembled PDU]"
"2008","28.817139","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=29230 Ack=984 Win=30208 Len=1368 TSval=1802525093 TSecr=632605675 [TCP segment of a reassembled PDU]"
"2009","28.817169","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=30598 Win=128320 Len=0 TSval=632605690 TSecr=1802525093"
"2010","28.817185","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=30598 Win=131072 Len=0 TSval=632605690 TSecr=1802525093"
"2011","28.817942","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=30598 Ack=984 Win=30208 Len=1368 TSval=1802525094 TSecr=632605675 [TCP segment of a reassembled PDU]"
"2012","28.817943","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=31966 Ack=984 Win=30208 Len=1368 TSval=1802525094 TSecr=632605675 [TCP segment of a reassembled PDU]"
"2013","28.818004","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=33334 Win=128320 Len=0 TSval=632605691 TSecr=1802525094"
"2014","28.818016","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=33334 Win=131072 Len=0 TSval=632605691 TSecr=1802525094"
"2015","28.818735","31.13.70.7","134.114.109.190","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"2016","28.818736","31.13.70.7","134.114.109.190","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"2017","28.818755","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=36070 Win=128320 Len=0 TSval=632605691 TSecr=1802525094"
"2018","28.818793","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=36070 Win=131072 Len=0 TSval=632605691 TSecr=1802525094"
"2019","28.823104","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=36070 Ack=984 Win=30208 Len=1368 TSval=1802525100 TSecr=632605683 [TCP segment of a reassembled PDU]"
"2020","28.823105","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=37438 Ack=984 Win=30208 Len=1368 TSval=1802525100 TSecr=632605683 [TCP segment of a reassembled PDU]"
"2021","28.823192","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=38806 Win=128320 Len=0 TSval=632605696 TSecr=1802525100"
"2022","28.823206","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=38806 Win=131072 Len=0 TSval=632605696 TSecr=1802525100"
"2023","28.823467","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=38806 Ack=984 Win=30208 Len=1368 TSval=1802525100 TSecr=632605683 [TCP segment of a reassembled PDU]"
"2024","28.823468","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=40174 Ack=984 Win=30208 Len=1368 TSval=1802525100 TSecr=632605683 [TCP segment of a reassembled PDU]"
"2025","28.823502","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=41542 Win=128320 Len=0 TSval=632605696 TSecr=1802525100"
"2026","28.823515","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=41542 Win=131072 Len=0 TSval=632605696 TSecr=1802525100"
"2027","28.824142","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=41542 Ack=984 Win=30208 Len=1368 TSval=1802525100 TSecr=632605683 [TCP segment of a reassembled PDU]"
"2028","28.824143","31.13.70.7","134.114.109.190","TCP","1434","443  >  51576 [ACK] Seq=42910 Ack=984 Win=30208 Len=1368 TSval=1802525100 TSecr=632605683 [TCP segment of a reassembled PDU]"
"2029","28.824159","31.13.70.7","134.114.109.190","TLSv1.3","631","Application Data"
"2030","28.824193","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=44278 Win=128320 Len=0 TSval=632605697 TSecr=1802525100"
"2031","28.824194","134.114.109.190","31.13.70.7","TCP","66","51576  >  443 [ACK] Seq=984 Ack=44843 Win=127744 Len=0 TSval=632605697 TSecr=1802525100"
"2032","28.824303","134.114.109.190","31.13.70.7","TCP","66","[TCP Window Update] 51576  >  443 [ACK] Seq=984 Ack=44843 Win=131072 Len=0 TSval=632605697 TSecr=1802525100"
"2033","28.835100","10.5.109.100","10.5.109.255","BACnet-APDU","68","Unconfirmed-REQ who-Is 241002 241002 "
"2034","28.840915","134.114.109.168","224.0.0.251","MDNS","103","Standard query 0x0000 TXT Dr.\\342\\200\\231s Mac mini._companion-link._tcp.local, ""QM"" question"
"2035","28.841038","fe80::cb4:d8b3:cf07:4893","ff02::fb","MDNS","123","Standard query 0x0000 TXT Dr.\\342\\200\\231s Mac mini._companion-link._tcp.local, ""QM"" question"
"2036","28.841526","216.58.219.14","134.114.109.190","QUIC","310","Payload (Encrypted), PKN: 4"
"2037","28.841768","216.58.219.14","134.114.109.190","QUIC","60","Payload (Encrypted), PKN: 5"
"2038","28.842160","134.114.109.190","216.58.219.14","QUIC","70","Payload (Encrypted), PKN: 5, CID: 6256231974715836490"
